ID;Ano Nascimento;Escolaridade;Estado Civil;Salario Anual;Filhos em Casa;Adolescentes em Casa;Data Cadastro;Ano Cadastro;Mes Cadastro;Dias Desde Ultima Compra;Gasto com Eletronicos;Gasto com Brinquedos;Gasto com Moveis;Gasto com Utilidades;Gasto com Alimentos;Gasto com Vestuario;Numero de Compras com Desconto;Numero de Compras na Web;Numero de Compras via Catalogo;Numero de Compras na Loja;Numero Visitas WebSite Mes;Compra na Campanha 1;Compra na Campanha 2;Compra na Campanha 3;Compra na Campanha 4;Compra na Campanha 5;Comprou;Pais;Total Gasto
5232;1965;Curso Superior;Solteiro;69139.0;0;1;2021-03-01;2021;3;23;86;12;75;33;15;6;1;4;1;5;4;0;0;0;0;0;Não;Estados Unidos;227.0
3011;1965;Curso Superior;Solteiro;69139.0;0;1;2021-03-01;2021;3;23;86;12;75;33;15;6;1;4;1;5;4;0;0;0;0;0;Não;Espanha;227.0
5758;1982;Curso Superior;Solteiro;65169.0;0;0;2021-02-01;2021;2;23;1074;0;69;0;0;46;1;10;4;13;6;1;0;1;1;1;Sim;Estados Unidos;1189.0
2173;1952;Curso Superior;Divorciado;40049.0;0;1;2023-01-10;2023;1;23;13;6;7;0;3;3;1;1;0;3;6;0;0;0;0;0;Não;Estados Unidos;32.0
10711;1945;Curso Superior;Solteiro;69755.0;0;0;2020-02-10;2020;2;23;217;77;373;111;23;93;1;3;6;12;1;0;0;0;0;0;Não;Espanha;894.0
8268;1961;Doutorado;Solteiro;52290.85259969712;0;1;2020-11-07;2020;11;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;Não;Chile;404.0
2782;1961;Doutorado;Solteiro;54456.0;0;1;2020-11-07;2020;11;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;Não;Estados Unidos;404.0
5872;1951;Curso Superior;Solteiro;60689.0;0;1;2020-01-06;2020;1;23;240;90;216;63;6;24;4;4;4;10;3;0;0;0;0;0;Não;Portugal;639.0
11187;1978;Primeiro Grau;Solteiro;26487.0;1;0;2022-05-05;2022;5;23;2;8;10;12;14;23;3;2;1;3;5;0;0;0;0;0;Não;Chile;69.0
2428;1970;Curso Superior;Solteiro;28164.0;1;0;2020-04-05;2020;4;23;3;18;26;11;8;12;3;2;0;4;7;0;0;0;0;0;Não;Alemanha;78.0
1726;1970;Curso Superior;Solteiro;22585.0;0;0;2022-05-03;2022;5;23;3;9;15;13;2;39;1;1;1;2;9;1;0;0;0;0;Sim;Estados Unidos;81.0
1802;1971;Curso Superior;Solteiro;64795.0;0;1;2023-02-01;2023;2;23;412;5;119;38;29;77;3;3;3;12;2;0;0;0;0;0;Não;Estados Unidos;680.0
1162;1987;Doutorado;Solteiro;42000.0;0;0;2020-10-01;2020;10;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;Sim;Estados Unidos;653.0
10643;1987;Doutorado;Solteiro;42000.0;0;0;2020-10-01;2020;10;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;Sim;Brasil;653.0
11112;1966;Curso Superior;Casado;70713.0;0;1;2019-03-12;2019;3;23;736;114;279;82;76;190;6;5;6;8;3;0;0;0;0;0;Não;Estados Unidos;1477.0
2114;1946;Doutorado;Solteiro;82800.0;0;0;2022-04-11;2022;4;23;1006;22;115;59;68;45;1;7;6;12;3;0;0;1;1;0;Sim;Portugal;1315.0
4261;1946;Doutorado;Solteiro;82800.0;0;0;2022-04-11;2022;4;23;1006;22;115;59;68;45;1;7;6;12;3;0;0;1;1;0;Sim;Espanha;1315.0
2457;1975;Primeiro Grau;Solteiro;30801.0;0;1;2022-03-10;2022;3;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;Não;Estados Unidos;45.0
2495;1974;Mestrado;Solteiro;83891.0;0;1;2022-04-06;2022;4;24;217;38;350;111;85;15;1;4;7;10;1;0;0;0;0;0;Não;Estados Unidos;816.0
6983;1950;Mestrado;Divorciado;38054.0;1;1;2018-01-05;2018;1;24;23;2;17;2;1;0;2;2;0;3;7;0;0;0;0;0;Não;Argentina;45.0
3436;1969;Curso Superior;Solteiro;14045.0;1;0;2021-03-01;2021;3;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;Não;Estados Unidos;20.0
7505;1957;Doutorado;Solteiro;44155.0;1;1;2021-04-01;2021;4;24;22;1;9;0;0;14;1;1;1;2;4;0;0;0;0;0;Não;Estados Unidos;46.0
4286;1970;Doutorado;Solteiro;57642.0;0;1;2018-09-01;2018;9;24;580;6;58;8;0;27;3;7;6;6;4;1;0;0;0;0;Não;Argentina;679.0
7224;1977;Curso Superior;Solteiro;31353.0;1;1;2023-07-12;2023;7;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;Não;Argentina;31.0
6215;1977;Curso Superior;Solteiro;31353.0;1;1;2023-07-12;2023;7;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;Sim;Espanha;31.0
968;1968;Mestrado;Divorciado;41335.0;1;0;2023-03-12;2023;3;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;Não;Brasil;187.0
4096;1968;Mestrado;Divorciado;41335.0;1;0;2023-03-12;2023;3;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;Não;Portugal;187.0
3153;1957;Doutorado;Solteiro;40737.0;2;1;2020-08-12;2020;8;24;11;0;4;0;0;2;1;1;0;2;8;0;0;0;0;0;Não;Espanha;17.0
6504;1975;Segundo Grau;Casado;19789.0;1;0;2022-05-11;2022;5;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;Não;Estados Unidos;78.0
5329;1949;Doutorado;Divorciado;35946.0;1;1;2023-03-09;2023;3;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;Não;Brasil;11.0
1175;1983;Mestrado;Solteiro;36262.0;0;0;2022-05-09;2022;5;24;88;39;54;64;28;153;1;3;5;3;6;1;0;0;0;0;Sim;Estados Unidos;426.0
1377;1954;Mestrado;Divorciado;44551.0;0;1;2023-08-08;2023;8;24;182;4;33;0;0;66;2;4;1;5;7;0;0;0;0;0;Não;Espanha;285.0
4607;1959;Curso Superior;Casado;71367.0;0;0;2023-04-08;2023;4;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;Não;Estados Unidos;777.0
4944;1959;Curso Superior;Casado;71367.0;0;0;2023-04-08;2023;4;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;Não;Estados Unidos;777.0
9483;1959;Curso Superior;Casado;57957.0;0;1;2023-01-08;2023;1;24;290;59;177;77;5;29;7;4;6;8;3;0;0;0;0;0;Não;Chile;637.0
1378;1972;Segundo Grau;Casado;50334.0;0;1;2023-01-07;2023;1;24;284;16;160;84;16;134;6;7;4;6;6;0;0;0;0;0;Não;Espanha;694.0
5991;1949;Mestrado;Solteiro;48150.0;0;1;2020-08-06;2020;8;24;173;2;39;3;2;47;3;5;1;4;7;0;0;0;0;0;Não;Alemanha;266.0
2807;1969;Curso Superior;Solteiro;56796.0;0;1;2023-01-02;2023;1;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;Não;Estados Unidos;1001.0
1052;1969;Curso Superior;Solteiro;56796.0;0;1;2023-01-02;2023;1;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;Não;Brasil;1001.0
9760;1963;Doutorado;Divorciado;52278.0;0;1;2023-04-01;2023;4;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;Sim;Espanha;1198.0
7101;1963;Doutorado;Divorciado;52278.0;0;1;2023-04-01;2023;4;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;Não;Estados Unidos;1198.0
9909;1996;Segundo Grau;Solteiro;7500.0;0;0;2019-09-11;2019;9;24;3;18;14;15;22;50;3;3;1;3;9;0;0;0;0;0;Sim;Brasil;122.0
5907;1952;Mestrado;Solteiro;33444.0;1;1;2019-03-11;2019;3;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;Não;Estados Unidos;18.0
793;1973;Curso Superior;Solteiro;20895.0;1;0;2019-06-10;2019;6;24;18;3;17;3;0;4;1;2;0;3;9;0;0;0;0;0;Não;Brasil;45.0
8832;1976;Mestrado;Casado;37509.0;1;0;2019-11-09;2019;11;24;37;5;56;12;8;5;2;3;0;4;7;0;0;0;0;0;Não;Alemanha;123.0
2535;1978;Mestrado;Solteiro;88097.0;1;0;2022-04-08;2022;4;24;163;0;480;0;126;75;1;6;5;8;9;0;1;1;1;0;Sim;Estados Unidos;844.0
1523;1973;Curso Superior;Solteiro;59041.0;1;1;2018-07-05;2018;7;25;69;2;15;2;2;6;2;2;0;4;5;0;0;0;0;0;Não;Espanha;96.0
1839;1974;Curso Superior;Solteiro;43322.0;0;0;2021-04-04;2021;4;25;56;7;48;10;2;18;1;3;0;4;7;0;0;0;0;0;Não;Argentina;141.0
9972;1955;Doutorado;Casado;46015.0;1;1;2021-07-04;2021;7;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;Não;Espanha;46.0
2945;1955;Doutorado;Casado;46015.0;1;1;2021-07-04;2021;7;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;Não;Chile;46.0
9291;1959;Mestrado;Solteiro;34242.0;0;1;2021-04-03;2021;4;25;8;2;4;0;0;1;1;0;0;3;5;0;0;0;0;0;Não;Estados Unidos;15.0
2829;1955;Curso Superior;Solteiro;65210.0;0;1;2018-10-03;2018;10;25;626;0;70;0;7;28;2;9;3;8;6;0;1;0;1;0;Não;Chile;731.0
8594;1958;Doutorado;Divorciado;50520.0;0;1;2021-03-01;2021;3;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;Não;Estados Unidos;135.0
1592;1970;Curso Superior;Solteiro;90765.0;0;0;2021-04-01;2021;4;25;547;99;812;151;82;33;0;4;6;5;1;0;0;1;1;0;Não;Chile;1724.0
4310;1944;Curso Superior;Solteiro;80589.0;0;0;2021-04-01;2021;4;25;507;93;520;242;40;26;1;5;10;5;1;0;0;0;1;0;Sim;Brasil;1428.0
6950;1958;Mestrado;Solteiro;49572.0;1;1;2023-03-12;2023;3;25;35;1;16;0;1;1;2;2;0;3;7;0;0;0;0;0;Não;Chile;54.0
8492;1978;Curso Superior;Casado;75437.0;0;0;2020-09-11;2020;9;25;795;0;545;95;58;0;1;8;4;10;6;0;0;0;1;0;Não;Estados Unidos;1493.0
5684;1971;Mestrado;Divorciado;44635.0;1;1;2020-11-10;2020;11;25;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;68.0
5909;1964;Curso Superior;Solteiro;58512.0;0;1;2023-01-09;2023;1;25;895;10;101;13;0;152;5;3;4;8;8;0;0;0;0;0;Não;Alemanha;1171.0
9855;1952;Doutorado;Solteiro;62000.0;0;1;2023-04-08;2023;4;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;Não;Estados Unidos;1020.0
975;1956;Curso Superior;Solteiro;54252.0;1;1;2023-01-05;2023;1;25;178;4;26;8;4;44;5;4;1;5;6;0;0;0;0;0;Não;Brasil;264.0
8754;1974;Doutorado;Casado;45068.0;0;1;2023-01-05;2023;1;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;Não;Estados Unidos;20.0
1456;1979;Curso Superior;Solteiro;60474.0;0;1;2020-01-04;2020;1;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;Não;Argentina;1180.0
2849;1979;Curso Superior;Solteiro;60474.0;0;1;2020-01-04;2020;1;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;Não;Chile;1180.0
9984;1981;Segundo Grau;Solteiro;56337.0;1;1;2023-03-03;2023;3;25;349;16;144;28;5;182;5;8;5;4;8;1;0;0;1;0;Sim;Estados Unidos;724.0
5527;1987;Curso Superior;Casado;22434.0;1;0;2023-07-02;2023;7;25;4;12;11;3;13;15;2;2;0;3;8;0;0;0;0;0;Não;Estados Unidos;58.0
5628;1982;Curso Superior;Casado;61416.0;0;0;2020-08-02;2020;8;25;848;154;323;201;61;78;1;10;3;10;6;1;0;0;0;0;Não;Portugal;1665.0
7627;1975;Mestrado;Solteiro;92163.0;0;0;2019-04-12;2019;4;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;Sim;Estados Unidos;2086.0
1351;1956;Mestrado;Casado;58656.0;0;1;2022-04-09;2022;4;25;962;12;194;16;24;12;4;7;8;13;6;0;0;1;0;0;Não;Estados Unidos;1220.0
10629;1973;Segundo Grau;Solteiro;52290.85259969712;1;0;2022-02-09;2022;2;25;25;3;43;17;4;17;3;3;0;3;8;0;0;0;0;0;Não;Alemanha;109.0
10395;1986;Primeiro Grau;Solteiro;8940.0;1;0;2022-04-08;2022;4;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;Não;Estados Unidos;101.0
6961;1974;Curso Superior;Solteiro;26751.0;2;0;2021-04-05;2021;4;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;Não;Estados Unidos;11.0
10196;1978;Curso Superior;Solteiro;71427.0;2;0;2020-11-03;2020;11;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;Não;Portugal;614.0
6182;1984;Curso Superior;Casado;26646.0;1;0;2018-10-02;2018;10;26;11;4;20;10;3;5;2;2;0;4;6;0;0;0;0;0;Não;Portugal;53.0
10432;1974;Curso Superior;Divorciado;19346.0;1;0;2021-02-01;2021;2;26;2;0;9;3;6;2;1;1;0;3;8;0;0;0;0;0;Não;Chile;22.0
1542;1975;Curso Superior;Solteiro;56243.0;1;2;2023-02-12;2023;2;26;347;0;35;4;3;7;6;4;2;8;5;0;0;0;0;0;Não;Portugal;396.0
4220;1970;Doutorado;Solteiro;59892.0;0;1;2020-02-11;2020;2;26;73;0;13;0;1;0;1;2;1;3;3;0;0;0;0;0;Não;Chile;87.0
4141;1965;Curso Superior;Casado;71613.0;0;0;2023-01-08;2023;1;26;426;49;127;111;21;42;1;8;2;10;4;0;0;0;0;0;Não;Portugal;776.0
1940;1986;Curso Superior;Solteiro;25252.0;1;0;2020-11-07;2020;11;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;Não;Brasil;18.0
1506;1975;Curso Superior;Solteiro;42160.0;1;1;2023-01-06;2023;1;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;Sim;Estados Unidos;140.0
6347;1979;Primeiro Grau;Solteiro;15862.0;1;0;2023-03-06;2023;3;26;1;1;4;11;9;10;1;1;0;3;8;0;0;0;0;0;Não;Estados Unidos;36.0
1361;1974;Mestrado;Solteiro;82584.0;0;0;2020-04-06;2020;4;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;Sim;Estados Unidos;1435.0
9422;1989;Curso Superior;Solteiro;38360.0;1;0;2023-08-05;2023;8;26;36;2;42;20;21;10;2;2;1;4;3;0;0;0;0;0;Não;Brasil;131.0
1081;1957;Doutorado;Solteiro;75283.0;1;2;2023-03-03;2023;3;26;733;9;180;12;19;66;11;6;3;5;4;0;0;0;0;0;Não;Espanha;1019.0
7458;1956;Mestrado;Casado;34941.0;1;1;2020-06-03;2020;6;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;Não;Brasil;97.0
1012;1952;Curso Superior;Solteiro;61823.0;0;1;2022-05-02;2022;5;26;523;7;134;37;14;169;4;8;2;10;7;0;0;0;0;0;Não;Brasil;884.0
5453;1956;Mestrado;Solteiro;90226.0;0;0;2022-03-09;2022;3;26;1083;108;649;253;151;108;1;4;7;12;2;0;0;0;1;0;Não;Espanha;2352.0
6818;1974;Curso Superior;Solteiro;44989.0;0;1;2019-11-09;2019;11;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;Não;Estados Unidos;369.0
7807;1974;Curso Superior;Solteiro;44989.0;0;1;2018-12-09;2018;12;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;Não;Estados Unidos;369.0
7532;1980;Curso Superior;Solteiro;43586.0;0;1;2022-02-08;2022;2;26;99;2;11;4;0;16;3;3;0;4;8;0;0;0;0;0;Não;Alemanha;132.0
8346;1974;Curso Superior;Solteiro;32233.0;1;0;2022-04-08;2022;4;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;Sim;Estados Unidos;296.0
5564;1969;Curso Superior;Casado;62882.0;0;1;2019-09-08;2019;9;26;509;133;497;78;24;97;2;7;5;6;4;0;0;0;0;0;Não;Brasil;1338.0
3267;1963;Mestrado;Casado;57288.0;0;1;2021-04-06;2021;4;27;527;0;21;0;0;60;3;8;1;8;6;0;1;0;0;0;Não;Chile;608.0
3091;1981;Segundo Grau;Casado;75774.0;1;0;2018-02-05;2018;2;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;Não;Espanha;823.0
762;1981;Segundo Grau;Casado;75774.0;1;0;2018-02-05;2018;2;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;Não;Estados Unidos;823.0
8029;1988;Mestrado;Solteiro;90247.0;0;0;2021-07-04;2021;7;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;Sim;Portugal;1621.0
4376;1960;Segundo Grau;Solteiro;32218.0;0;0;2021-03-02;2021;3;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;Sim;Estados Unidos;93.0
10981;1988;Curso Superior;Solteiro;84219.0;0;0;2018-02-02;2018;2;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;Não;Espanha;1198.0
486;1988;Curso Superior;Solteiro;84219.0;0;0;2018-02-02;2018;2;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;Não;Chile;1198.0
1158;1966;Curso Superior;Divorciado;48877.0;0;1;2018-05-01;2018;5;27;102;1;15;2;0;24;1;3;0;4;7;0;0;0;0;0;Não;Estados Unidos;144.0
9119;1950;Curso Superior;Casado;60905.0;0;1;2020-05-12;2020;5;27;208;17;76;36;17;38;2;3;3;7;2;0;0;0;0;0;Não;Portugal;392.0
6694;1964;Curso Superior;Solteiro;75236.0;0;1;2023-04-11;2023;4;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;Não;Estados Unidos;1068.0
10573;1953;Curso Superior;Divorciado;62551.0;0;0;2022-05-11;2022;5;27;125;16;98;134;21;27;1;6;7;4;3;1;0;0;0;0;Não;Argentina;421.0
10140;1983;Doutorado;Casado;70123.0;0;0;2023-01-09;2023;1;27;1308;0;396;23;0;0;1;5;7;4;3;0;1;0;0;1;Não;Argentina;1727.0
2286;1962;Curso Superior;Solteiro;50785.0;1;1;2020-10-09;2020;10;27;64;1;21;0;1;27;2;2;1;3;6;0;0;0;0;0;Não;Chile;114.0
8420;1970;Segundo Grau;Solteiro;15315.0;0;0;2020-03-08;2020;3;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;Não;Estados Unidos;64.0
10065;1970;Segundo Grau;Solteiro;15315.0;0;0;2020-03-08;2020;3;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;Não;Estados Unidos;64.0
1029;1970;Doutorado;Casado;64413.0;0;1;2020-01-08;2020;1;27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;Não;Estados Unidos;279.0
4207;1981;Doutorado;Solteiro;87171.0;0;0;2020-01-05;2020;1;27;1001;44;107;58;44;44;1;6;7;11;2;1;0;1;0;0;Não;Estados Unidos;1298.0
10277;1961;Curso Superior;Solteiro;30081.0;0;1;2023-01-02;2023;1;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;Não;Estados Unidos;42.0
4436;1976;Curso Superior;Solteiro;20180.0;0;0;2022-05-02;2022;5;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;Não;Estados Unidos;137.0
2929;1976;Curso Superior;Solteiro;20180.0;0;0;2022-05-02;2022;5;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;Não;Estados Unidos;137.0
6281;1966;Curso Superior;Divorciado;55686.0;0;1;2023-02-02;2023;2;27;673;0;199;37;47;26;2;6;3;5;4;1;0;0;0;0;Não;Estados Unidos;982.0
10390;1959;Segundo Grau;Solteiro;26887.0;0;1;2020-10-02;2020;10;27;6;7;4;3;4;6;1;1;0;3;6;0;0;0;0;0;Não;Estados Unidos;30.0
2574;1977;Doutorado;Solteiro;61996.0;0;1;2023-08-01;2023;8;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;Sim;Estados Unidos;1230.0
709;1952;Curso Superior;Divorciado;51537.0;0;1;2019-09-12;2019;9;27;787;20;204;0;0;92;3;2;2;11;8;0;0;0;0;0;Não;Espanha;1103.0
5955;1962;Curso Superior;Casado;72025.0;0;0;2022-02-11;2022;2;27;833;33;549;151;133;233;1;4;3;8;3;0;0;0;0;0;Não;Estados Unidos;1932.0
8486;1971;Mestrado;Casado;30538.0;1;0;2019-01-10;2019;1;27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;Não;Estados Unidos;367.0
10343;1991;Segundo Grau;Solteiro;61618.0;0;0;2022-09-09;2022;9;27;605;91;399;0;45;205;2;3;6;8;3;0;0;0;0;0;Não;Argentina;1345.0
6652;1965;Curso Superior;Solteiro;77343.0;0;0;2018-09-06;2018;9;28;227;151;573;98;54;31;1;3;4;9;1;0;0;0;0;0;Não;Chile;1134.0
8746;1989;Curso Superior;Solteiro;75433.0;1;0;2018-05-04;2018;5;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;Não;Estados Unidos;1188.0
4686;1962;Doutorado;Divorciado;82571.0;0;0;2018-02-04;2018;2;28;861;31;558;62;95;79;0;6;5;13;2;0;0;1;0;0;Não;Estados Unidos;1686.0
3551;1954;Mestrado;Casado;60033.0;0;1;2021-07-03;2021;7;28;62;1;57;19;11;48;2;2;1;5;2;0;0;0;0;0;Não;Estados Unidos;198.0
4338;1983;Curso Superior;Solteiro;39062.0;1;0;2021-04-03;2021;4;28;23;0;9;0;0;12;1;1;0;3;4;1;0;0;0;0;Não;Estados Unidos;44.0
4444;1972;Curso Superior;Solteiro;30023.0;1;0;2021-04-03;2021;4;28;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;Não;Estados Unidos;61.0
498;1970;Curso Superior;Solteiro;30015.0;1;0;2018-02-02;2018;2;28;25;0;22;2;3;5;2;1;0;4;5;0;0;0;0;0;Não;Estados Unidos;57.0
8230;1980;Curso Superior;Solteiro;33228.0;1;0;2021-04-01;2021;4;28;22;2;31;7;4;5;1;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;71.0
2826;1967;Curso Superior;Solteiro;22574.0;2;1;2023-01-10;2023;1;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;37.0
6222;1967;Curso Superior;Solteiro;22574.0;2;1;2023-01-10;2023;1;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;Não;Estados Unidos;37.0
7352;1957;Curso Superior;Solteiro;55267.0;0;1;2023-01-10;2023;1;28;161;28;136;32;3;45;4;3;4;6;3;0;0;0;0;0;Não;Chile;405.0
10928;1958;Curso Superior;Casado;66886.0;0;1;2023-01-09;2023;1;28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;Não;Estados Unidos;599.0
10736;1971;Curso Superior;Solteiro;72258.0;0;1;2020-11-09;2020;11;28;522;0;522;227;120;134;2;6;9;5;2;0;0;0;0;0;Não;Chile;1525.0
10163;1984;Doutorado;Solteiro;82733.0;0;0;2020-10-09;2020;10;28;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;Sim;Estados Unidos;1323.0
6168;1963;Curso Superior;Divorciado;45146.0;1;1;2023-03-07;2023;3;28;33;0;5;0;0;15;2;1;1;2;4;0;0;0;0;0;Não;Argentina;53.0
4656;1990;Segundo Grau;Solteiro;51250.0;1;0;2023-02-03;2023;2;28;342;32;230;34;32;40;5;10;5;4;9;1;0;0;0;0;Não;Espanha;710.0
626;1951;Curso Superior;Solteiro;32871.0;1;1;2020-09-03;2020;9;28;22;2;12;0;2;5;1;1;0;3;4;0;0;0;0;0;Não;Portugal;43.0
3870;1978;Segundo Grau;Casado;63855.0;0;0;2020-09-02;2020;9;28;359;35;314;93;116;89;1;7;3;13;4;0;0;0;0;0;Não;Alemanha;1006.0
6299;1968;Doutorado;Divorciado;42564.0;0;1;2020-02-01;2020;2;28;324;48;186;39;18;198;6;6;8;4;7;1;0;0;0;0;Sim;Chile;813.0
7798;1972;Segundo Grau;Casado;46344.0;0;1;2022-02-12;2022;2;28;233;20;57;8;20;91;4;7;1;5;7;0;0;0;0;0;Não;Chile;429.0
9973;1963;Curso Superior;Solteiro;50437.0;0;2;2022-02-10;2022;2;28;370;9;92;6;9;4;3;7;1;8;7;0;0;0;0;0;Não;Estados Unidos;490.0
4299;1960;Curso Superior;Casado;70971.0;0;1;2022-04-09;2022;4;28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;Sim;Estados Unidos;1825.0
10971;1977;Curso Superior;Solteiro;37774.0;2;0;2019-03-09;2019;3;28;173;8;107;7;2;176;4;7;2;3;9;1;0;0;0;0;Sim;Estados Unidos;473.0
9931;1963;Doutorado;Solteiro;4023.0;1;1;2021-04-06;2021;4;29;5;0;1;1;1;1;15;0;0;0;19;0;0;0;0;0;Não;Estados Unidos;9.0
6679;1966;Curso Superior;Solteiro;33279.0;0;0;2020-11-06;2020;11;29;10;3;3;0;0;0;1;0;0;3;3;0;0;0;0;0;Não;Estados Unidos;16.0
5961;1978;Curso Superior;Solteiro;42693.0;1;0;2018-07-06;2018;7;29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;Não;Estados Unidos;57.0
6255;1952;Mestrado;Casado;70545.0;0;1;2018-03-06;2018;3;29;138;39;63;55;18;21;1;4;1;7;2;0;0;0;0;0;Não;Brasil;334.0
8614;1957;Curso Superior;Divorciado;65486.0;0;1;2020-11-05;2020;11;29;245;19;125;37;67;14;1;4;2;10;2;0;0;0;0;0;Não;Brasil;507.0
7828;1981;Mestrado;Casado;77882.0;0;0;2021-02-04;2021;2;29;68;129;396;188;22;15;1;3;3;5;1;0;0;0;0;0;Não;Espanha;818.0
1277;1960;Curso Superior;Casado;78468.0;0;0;2018-09-04;2018;9;29;434;22;388;104;22;34;1;10;7;10;4;0;0;0;1;0;Não;Portugal;1004.0
3595;1963;Curso Superior;Casado;77226.0;0;1;2021-03-02;2021;3;29;631;43;239;128;76;21;2;6;8;12;3;0;0;0;0;0;Não;Estados Unidos;1138.0
5735;1991;Mestrado;Solteiro;90638.0;0;0;2021-07-02;2021;7;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;Não;Estados Unidos;2525.0
5350;1991;Mestrado;Solteiro;90638.0;0;0;2021-07-02;2021;7;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;Sim;Espanha;2525.0
4137;1948;Curso Superior;Casado;70666.0;0;0;2020-06-12;2020;6;29;398;40;367;119;122;30;1;7;4;4;4;0;0;0;0;0;Não;Brasil;1076.0
6357;1959;Segundo Grau;Divorciado;59052.0;0;1;2023-02-11;2023;2;29;230;35;75;63;57;31;3;7;1;7;5;0;0;0;0;0;Não;Espanha;491.0
9316;1952;Primeiro Grau;Casado;13084.0;0;0;2020-02-11;2020;2;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;Não;Portugal;29.0
3578;1949;Curso Superior;Divorciado;49160.0;0;1;2022-05-10;2022;5;29;122;21;43;25;10;15;2;3;1;6;6;0;0;0;0;0;Não;Estados Unidos;236.0
153;1953;Curso Superior;Divorciado;23272.0;0;0;2023-02-10;2023;2;29;19;3;6;4;2;12;1;1;0;3;4;0;0;0;0;0;Não;Estados Unidos;46.0
